county,year_short,candidate_votes,party,state,county_fips
BENSON,2004,1196,DEMOCRAT,NORTH DAKOTA,38005
BENSON,2008,1569,DEMOCRAT,NORTH DAKOTA,38005
BENSON,2012,1235,DEMOCRAT,NORTH DAKOTA,38005
BENSON,2016,929,REPUBLICAN,NORTH DAKOTA,38005
BENSON,2020,1094,REPUBLICAN,NORTH DAKOTA,38005
BENT,0002,1096,REPUBLICAN,COLORADO,08011
BENT,2004,1338,REPUBLICAN,COLORADO,08011
BENT,2008,1077,REPUBLICAN,COLORADO,08011
BENT,2012,1075,REPUBLICAN,COLORADO,08011
BENT,2016,1188,REPUBLICAN,COLORADO,08011
BENT,2020,1503,REPUBLICAN,COLORADO,08011
BENTON,0002,34838,REPUBLICAN,ARKANSAS,05007
BENTON,2000,38367,REPUBLICAN,WASHINGTON,53005
BENTON,2004,46571,REPUBLICAN,ARKANSAS,05007
BENTON,2008,51124,REPUBLICAN,ARKANSAS,05007
BENTON,2012,54646,REPUBLICAN,ARKANSAS,05007
BENTON,2016,60871,REPUBLICAN,ARKANSAS,05007
BENTON,2020,60365,REPUBLICAN,WASHINGTON,53005
BENZIE,0002,4172,REPUBLICAN,MICHIGAN,26019
BENZIE,2004,5284,REPUBLICAN,MICHIGAN,26019
BENZIE,2008,5451,DEMOCRAT,MICHIGAN,26019
BENZIE,2012,5075,REPUBLICAN,MICHIGAN,26019
BENZIE,2016,5539,REPUBLICAN,MICHIGAN,26019
BENZIE,2020,6601,REPUBLICAN,MICHIGAN,26019
BERGEN,0002,202682,DEMOCRAT,NEW JERSEY,34003
BERGEN,2004,207666,DEMOCRAT,NEW JERSEY,34003
BERGEN,2008,225367,DEMOCRAT,NEW JERSEY,34003
BERGEN,2012,212754,DEMOCRAT,NEW JERSEY,34003
BERGEN,2016,231211,DEMOCRAT,NEW JERSEY,34003
BERGEN,2020,285967,DEMOCRAT,NEW JERSEY,34003
BERKELEY,2000,24796,REPUBLICAN,SOUTH CAROLINA,45015
BERKELEY,2004,32104,REPUBLICAN,SOUTH CAROLINA,45015
BERKELEY,2008,36205,REPUBLICAN,SOUTH CAROLINA,45015
BERKELEY,2012,38475,REPUBLICAN,SOUTH CAROLINA,45015
BERKELEY,2016,44587,REPUBLICAN,SOUTH CAROLINA,45015
BERKELEY,2020,33279,REPUBLICAN,WEST VIRGINIA,54003
BERKS,2000,71273,REPUBLICAN,PENNSYLVANIA,42011
BERKS,2004,87122,REPUBLICAN,PENNSYLVANIA,42011
BERKS,2008,97047,DEMOCRAT,PENNSYLVANIA,42011
BERKS,2012,84702,REPUBLICAN,PENNSYLVANIA,42011
BERKS,2016,96626,REPUBLICAN,PENNSYLVANIA,42011
BERKS,2020,109736,REPUBLICAN,PENNSYLVANIA,42011
BERKSHIRE,0002,37934,DEMOCRAT,MASSACHUSETTS,25003
BERKSHIRE,2004,47743,DEMOCRAT,MASSACHUSETTS,25003
BERKSHIRE,2008,49558,DEMOCRAT,MASSACHUSETTS,25003
BERKSHIRE,2012,48843,DEMOCRAT,MASSACHUSETTS,25003
BERKSHIRE,2016,43714,DEMOCRAT,MASSACHUSETTS,25003
BERKSHIRE,2020,51705,DEMOCRAT,MASSACHUSETTS,25003
BERNALILLO,0002,99461,DEMOCRAT,NEW MEXICO,35001
BERNALILLO,2004,132252,DEMOCRAT,NEW MEXICO,35001
BERNALILLO,2008,171556,DEMOCRAT,NEW MEXICO,35001
BERNALILLO,2012,150739,DEMOCRAT,NEW MEXICO,35001
BERNALILLO,2016,143417,DEMOCRAT,NEW MEXICO,35001
BERNALILLO,2020,193757,DEMOCRAT,NEW MEXICO,35001
BERRIEN,0002,35689,REPUBLICAN,MICHIGAN,26021
BERRIEN,2004,41076,REPUBLICAN,MICHIGAN,26021
BERRIEN,2008,40381,DEMOCRAT,MICHIGAN,26021
BERRIEN,2012,38209,REPUBLICAN,MICHIGAN,26021
BERRIEN,2016,38647,REPUBLICAN,MICHIGAN,26021
BERRIEN,2020,43519,REPUBLICAN,MICHIGAN,26021
BERTIE,0002,4660,DEMOCRAT,NORTH CAROLINA,37015
BERTIE,2004,4938,DEMOCRAT,NORTH CAROLINA,37015
BERTIE,2008,6365,DEMOCRAT,NORTH CAROLINA,37015
BERTIE,2012,6695,DEMOCRAT,NORTH CAROLINA,37015
BERTIE,2016,5778,DEMOCRAT,NORTH CAROLINA,37015
BERTIE,2020,4443,DEMOCRAT,NORTH CAROLINA,37015
BEXAR,2000,215613,REPUBLICAN,TEXAS,48029
BEXAR,2004,260698,REPUBLICAN,TEXAS,48029
BEXAR,2008,275527,DEMOCRAT,TEXAS,48029
BEXAR,2012,264856,DEMOCRAT,TEXAS,48029
BEXAR,2016,319550,DEMOCRAT,TEXAS,48029
BEXAR,2020,448452,DEMOCRAT,TEXAS,48029
BIBB,0002,24996,DEMOCRAT,GEORGIA,13021
BIBB,2004,29322,DEMOCRAT,GEORGIA,13021
BIBB,2008,38987,DEMOCRAT,GEORGIA,13021
BIBB,2012,38585,DEMOCRAT,GEORGIA,13021
BIBB,2016,36787,DEMOCRAT,GEORGIA,13021
BIBB,2020,20384,DEMOCRAT,GEORGIA,13021
BIENVILLE,0002,3413,DEMOCRAT,LOUISIANA,22013
BIENVILLE,2004,3612,REPUBLICAN,LOUISIANA,22013
BIENVILLE,2008,3776,REPUBLICAN,LOUISIANA,22013
BIENVILLE,2012,3641,REPUBLICAN,LOUISIANA,22013
BIENVILLE,2016,3756,REPUBLICAN,LOUISIANA,22013
BIENVILLE,2020,3891,REPUBLICAN,LOUISIANA,22013
BIG HORN,0002,2345,DEMOCRAT,MONTANA,30003
BIG HORN,2000,3720,REPUBLICAN,WYOMING,56003
BIG HORN,2004,4232,REPUBLICAN,WYOMING,56003
BIG HORN,2008,4045,REPUBLICAN,WYOMING,56003
BIG HORN,2012,4285,REPUBLICAN,WYOMING,56003
BIG HORN,2016,4067,REPUBLICAN,WYOMING,56003
BIG HORN,2020,4806,REPUBLICAN,WYOMING,56003
BIG STONE,0002,1430,DEMOCRAT,MINNESOTA,27011
BIG STONE,2004,1536,DEMOCRAT,MINNESOTA,27011
BIG STONE,2008,1552,DEMOCRAT,MINNESOTA,27011
BIG STONE,2012,1385,REPUBLICAN,MINNESOTA,27011
BIG STONE,2016,1608,REPUBLICAN,MINNESOTA,27011
BIG STONE,2020,1863,REPUBLICAN,MINNESOTA,27011
BILLINGS,0002,394,REPUBLICAN,NORTH DAKOTA,38007
BILLINGS,2004,449,REPUBLICAN,NORTH DAKOTA,38007
BILLINGS,2008,375,REPUBLICAN,NORTH DAKOTA,38007
BILLINGS,2012,472,REPUBLICAN,NORTH DAKOTA,38007
BILLINGS,2016,495,REPUBLICAN,NORTH DAKOTA,38007
BILLINGS,2020,541,REPUBLICAN,NORTH DAKOTA,38007
BINGHAM,0002,10628,REPUBLICAN,IDAHO,16011
BINGHAM,2004,12734,REPUBLICAN,IDAHO,16011
BINGHAM,2008,12230,REPUBLICAN,IDAHO,16011
BINGHAM,2012,13440,REPUBLICAN,IDAHO,16011
BINGHAM,2016,10907,REPUBLICAN,IDAHO,16011
BINGHAM,2020,15295,REPUBLICAN,IDAHO,16011
BLACK HAWK,0002,30112,DEMOCRAT,IOWA,19013
BLACK HAWK,2004,35392,DEMOCRAT,IOWA,19013
BLACK HAWK,2008,39184,DEMOCRAT,IOWA,19013
BLACK HAWK,2012,39821,DEMOCRAT,IOWA,19013
BLACK HAWK,2016,32233,DEMOCRAT,IOWA,19013
BLACK HAWK,2020,26451,DEMOCRAT,IOWA,19013
BLACKFORD,0002,2699,REPUBLICAN,INDIANA,18009
BLACKFORD,2004,3447,REPUBLICAN,INDIANA,18009
BLACKFORD,2008,2690,REPUBLICAN,INDIANA,18009
BLACKFORD,2012,2711,REPUBLICAN,INDIANA,18009
BLACKFORD,2016,3350,REPUBLICAN,INDIANA,18009
BLACKFORD,2020,3841,REPUBLICAN,INDIANA,18009
BLADEN,0002,5889,DEMOCRAT,NORTH CAROLINA,37017
BLADEN,2004,6174,REPUBLICAN,NORTH CAROLINA,37017
BLADEN,2008,7853,DEMOCRAT,NORTH CAROLINA,37017
BLADEN,2012,8062,DEMOCRAT,NORTH CAROLINA,37017
BLADEN,2016,8550,REPUBLICAN,NORTH CAROLINA,37017
BLADEN,2020,6971,REPUBLICAN,NORTH CAROLINA,37017
BLAINE,0002,3748,DEMOCRAT,IDAHO,16013
BLAINE,2000,2633,REPUBLICAN,OKLAHOMA,40011
BLAINE,2004,5992,DEMOCRAT,IDAHO,16013
BLAINE,2008,6947,DEMOCRAT,IDAHO,16013
BLAINE,2012,5992,DEMOCRAT,IDAHO,16013
BLAINE,2016,6416,DEMOCRAT,IDAHO,16013
BLAINE,2020,8919,DEMOCRAT,IDAHO,16013
BLAIR,2000,28376,REPUBLICAN,PENNSYLVANIA,42013
BLAIR,2004,35751,REPUBLICAN,PENNSYLVANIA,42013
BLAIR,2008,32708,REPUBLICAN,PENNSYLVANIA,42013
BLAIR,2012,33319,REPUBLICAN,PENNSYLVANIA,42013
BLAIR,2016,39135,REPUBLICAN,PENNSYLVANIA,42013
BLAIR,2020,45306,REPUBLICAN,PENNSYLVANIA,42013
BLANCO,2000,2777,REPUBLICAN,TEXAS,48031
BLANCO,2004,3277,REPUBLICAN,TEXAS,48031
BLANCO,2008,3418,REPUBLICAN,TEXAS,48031
BLANCO,2012,3638,REPUBLICAN,TEXAS,48031
BLANCO,2016,4212,REPUBLICAN,TEXAS,48031
BLANCO,2020,5443,REPUBLICAN,TEXAS,48031
BLAND,2000,1759,REPUBLICAN,VIRGINIA,51021
BLAND,2004,1962,REPUBLICAN,VIRGINIA,51021
BLAND,2008,2031,REPUBLICAN,VIRGINIA,51021
BLAND,2012,2144,REPUBLICAN,VIRGINIA,51021
BLAND,2016,2573,REPUBLICAN,VIRGINIA,51021
BLAND,2020,1925,REPUBLICAN,VIRGINIA,51021
BLECKLEY,0002,2436,REPUBLICAN,GEORGIA,13023
BLECKLEY,2004,3167,REPUBLICAN,GEORGIA,13023
BLECKLEY,2008,3657,REPUBLICAN,GEORGIA,13023
BLECKLEY,2012,3587,REPUBLICAN,GEORGIA,13023
BLECKLEY,2016,3719,REPUBLICAN,GEORGIA,13023
BLECKLEY,2020,2770,REPUBLICAN,GEORGIA,13023
BLEDSOE,2000,2380,REPUBLICAN,TENNESSEE,47007
BLEDSOE,2004,2849,REPUBLICAN,TENNESSEE,47007
BLEDSOE,2008,3166,REPUBLICAN,TENNESSEE,47007
BLEDSOE,2012,3022,REPUBLICAN,TENNESSEE,47007
BLEDSOE,2016,3622,REPUBLICAN,TENNESSEE,47007
BLEDSOE,2020,4725,REPUBLICAN,TENNESSEE,47007
BLOUNT,0002,12667,REPUBLICAN,ALABAMA,01009
BLOUNT,2000,25273,REPUBLICAN,TENNESSEE,47009
BLOUNT,2004,33240,REPUBLICAN,TENNESSEE,47009
BLOUNT,2008,35571,REPUBLICAN,TENNESSEE,47009
BLOUNT,2012,35441,REPUBLICAN,TENNESSEE,47009
BLOUNT,2016,37443,REPUBLICAN,TENNESSEE,47009
BLOUNT,2020,47369,REPUBLICAN,TENNESSEE,47009
BLUE EARTH,0002,12942,REPUBLICAN,MINNESOTA,27013
BLUE EARTH,2004,16865,DEMOCRAT,MINNESOTA,27013
BLUE EARTH,2008,19325,DEMOCRAT,MINNESOTA,27013
BLUE EARTH,2012,18164,DEMOCRAT,MINNESOTA,27013
BLUE EARTH,2016,15667,REPUBLICAN,MINNESOTA,27013
BLUE EARTH,2020,18330,DEMOCRAT,MINNESOTA,27013
BOISE,0002,2019,REPUBLICAN,IDAHO,16015
BOISE,2004,2501,REPUBLICAN,IDAHO,16015
BOISE,2008,2433,REPUBLICAN,IDAHO,16015
BOISE,2012,2284,REPUBLICAN,IDAHO,16015
BOISE,2016,2673,REPUBLICAN,IDAHO,16015
BOISE,2020,3485,REPUBLICAN,IDAHO,16015
BOLIVAR,0002,8436,DEMOCRAT,MISSISSIPPI,28011
BOLIVAR,2004,8560,DEMOCRAT,MISSISSIPPI,28011
BOLIVAR,2008,10334,DEMOCRAT,MISSISSIPPI,28011
BOLIVAR,2012,10582,DEMOCRAT,MISSISSIPPI,28011
BOLIVAR,2016,9046,DEMOCRAT,MISSISSIPPI,28011
BOLIVAR,2020,8904,DEMOCRAT,MISSISSIPPI,28011
BOLLINGER,0002,3487,REPUBLICAN,MISSOURI,29017
BOLLINGER,2004,4102,REPUBLICAN,MISSOURI,29017
BOLLINGER,2008,3972,REPUBLICAN,MISSOURI,29017
BOLLINGER,2012,4095,REPUBLICAN,MISSOURI,29017
BOLLINGER,2016,4827,REPUBLICAN,MISSOURI,29017
BOLLINGER,2020,5167,REPUBLICAN,MISSOURI,29017
BON HOMME,2000,1901,REPUBLICAN,SOUTH DAKOTA,46009
BON HOMME,2004,2063,REPUBLICAN,SOUTH DAKOTA,46009
BON HOMME,2008,1712,REPUBLICAN,SOUTH DAKOTA,46009
BON HOMME,2012,1830,REPUBLICAN,SOUTH DAKOTA,46009
BON HOMME,2016,2105,REPUBLICAN,SOUTH DAKOTA,46009
BON HOMME,2020,2235,REPUBLICAN,SOUTH DAKOTA,46009
BOND,0002,3804,REPUBLICAN,ILLINOIS,17005
BOND,2004,4068,REPUBLICAN,ILLINOIS,17005
BOND,2008,3947,REPUBLICAN,ILLINOIS,17005
BOND,2012,4095,REPUBLICAN,ILLINOIS,17005
BOND,2016,4888,REPUBLICAN,ILLINOIS,17005
BOND,2020,5625,REPUBLICAN,ILLINOIS,17005
BONNER,0002,8945,REPUBLICAN,IDAHO,16017
BONNER,2004,10697,REPUBLICAN,IDAHO,16017
BONNER,2008,11145,REPUBLICAN,IDAHO,16017
