county,year_short,candidate_votes,party,state,county_fips
PENDLETON,0002,3044,REPUBLICAN,KENTUCKY,21191
PENDLETON,2000,1996,REPUBLICAN,WEST VIRGINIA,54071
PENDLETON,2004,4045,REPUBLICAN,KENTUCKY,21191
PENDLETON,2008,3676,REPUBLICAN,KENTUCKY,21191
PENDLETON,2012,3556,REPUBLICAN,KENTUCKY,21191
PENDLETON,2016,4604,REPUBLICAN,KENTUCKY,21191
PENDLETON,2020,5515,REPUBLICAN,KENTUCKY,21191
PENNINGTON,0002,3380,REPUBLICAN,MINNESOTA,27113
PENNINGTON,2000,24696,REPUBLICAN,SOUTH DAKOTA,46103
PENNINGTON,2004,29976,REPUBLICAN,SOUTH DAKOTA,46103
PENNINGTON,2008,27603,REPUBLICAN,SOUTH DAKOTA,46103
PENNINGTON,2012,28232,REPUBLICAN,SOUTH DAKOTA,46103
PENNINGTON,2016,29804,REPUBLICAN,SOUTH DAKOTA,46103
PENNINGTON,2020,35063,REPUBLICAN,SOUTH DAKOTA,46103
PENOBSCOT,0002,35620,REPUBLICAN,MAINE,23019
PENOBSCOT,2004,37775,DEMOCRAT,MAINE,23019
PENOBSCOT,2008,41614,DEMOCRAT,MAINE,23019
PENOBSCOT,2012,38811,DEMOCRAT,MAINE,23019
PENOBSCOT,2016,41622,REPUBLICAN,MAINE,23019
PENOBSCOT,2020,44825,REPUBLICAN,MAINE,23019
PEORIA,0002,38604,DEMOCRAT,ILLINOIS,17143
PEORIA,2004,41121,DEMOCRAT,ILLINOIS,17143
PEORIA,2008,45906,DEMOCRAT,ILLINOIS,17143
PEORIA,2012,40209,DEMOCRAT,ILLINOIS,17143
PEORIA,2016,38060,DEMOCRAT,ILLINOIS,17143
PEORIA,2020,43578,DEMOCRAT,ILLINOIS,17143
PEPIN,2000,1854,DEMOCRAT,WISCONSIN,55091
PEPIN,2004,2181,DEMOCRAT,WISCONSIN,55091
PEPIN,2008,2102,DEMOCRAT,WISCONSIN,55091
PEPIN,2012,1876,DEMOCRAT,WISCONSIN,55091
PEPIN,2016,2206,REPUBLICAN,WISCONSIN,55091
PEPIN,2020,2584,REPUBLICAN,WISCONSIN,55091
PERKINS,0002,1170,REPUBLICAN,NEBRASKA,31135
PERKINS,2000,1237,REPUBLICAN,SOUTH DAKOTA,46105
PERKINS,2004,1329,REPUBLICAN,SOUTH DAKOTA,46105
PERKINS,2008,1102,REPUBLICAN,SOUTH DAKOTA,46105
PERKINS,2012,1205,REPUBLICAN,SOUTH DAKOTA,46105
PERKINS,2016,1333,REPUBLICAN,SOUTH DAKOTA,46105
PERKINS,2020,1401,REPUBLICAN,SOUTH DAKOTA,46105
PERQUIMANS,0002,2230,REPUBLICAN,NORTH CAROLINA,37143
PERQUIMANS,2004,2965,REPUBLICAN,NORTH CAROLINA,37143
PERQUIMANS,2008,3678,REPUBLICAN,NORTH CAROLINA,37143
PERQUIMANS,2012,3822,REPUBLICAN,NORTH CAROLINA,37143
PERQUIMANS,2016,4177,REPUBLICAN,NORTH CAROLINA,37143
PERQUIMANS,2020,3737,REPUBLICAN,NORTH CAROLINA,37143
PERRY,0002,6440,REPUBLICAN,OHIO,39127
PERRY,2000,11184,REPUBLICAN,PENNSYLVANIA,42099
PERRY,2004,13919,REPUBLICAN,PENNSYLVANIA,42099
PERRY,2008,13058,REPUBLICAN,PENNSYLVANIA,42099
PERRY,2012,13120,REPUBLICAN,PENNSYLVANIA,42099
PERRY,2016,15616,REPUBLICAN,PENNSYLVANIA,42099
PERRY,2020,18293,REPUBLICAN,PENNSYLVANIA,42099
PERSHING,0002,1221,REPUBLICAN,NEVADA,32027
PERSHING,2004,1341,REPUBLICAN,NEVADA,32027
PERSHING,2008,1075,REPUBLICAN,NEVADA,32027
PERSHING,2012,1167,REPUBLICAN,NEVADA,32027
PERSHING,2016,1403,REPUBLICAN,NEVADA,32027
PERSHING,2020,1731,REPUBLICAN,NEVADA,32027
PERSON,0002,6722,REPUBLICAN,NORTH CAROLINA,37145
PERSON,2004,8973,REPUBLICAN,NORTH CAROLINA,37145
PERSON,2008,10030,REPUBLICAN,NORTH CAROLINA,37145
PERSON,2012,10496,REPUBLICAN,NORTH CAROLINA,37145
PERSON,2016,11185,REPUBLICAN,NORTH CAROLINA,37145
PERSON,2020,9335,REPUBLICAN,NORTH CAROLINA,37145
PETERSBURG,2000,8751,DEMOCRAT,VIRGINIA,51730
PETERSBURG,2004,9682,DEMOCRAT,VIRGINIA,51730
PETERSBURG,2008,13774,DEMOCRAT,VIRGINIA,51730
PETERSBURG,2012,14283,DEMOCRAT,VIRGINIA,51730
PETERSBURG,2016,12021,DEMOCRAT,VIRGINIA,51730
PETERSBURG CITY,2020,8421,DEMOCRAT,VIRGINIA,51730
PETROLEUM,0002,254,REPUBLICAN,MONTANA,30069
PETROLEUM,2004,228,REPUBLICAN,MONTANA,30069
PETROLEUM,2008,227,REPUBLICAN,MONTANA,30069
PETROLEUM,2012,240,REPUBLICAN,MONTANA,30069
PETROLEUM,2016,278,REPUBLICAN,MONTANA,30069
PETROLEUM,2020,298,REPUBLICAN,MONTANA,30069
PETTIS,0002,9533,REPUBLICAN,MISSOURI,29159
PETTIS,2004,11603,REPUBLICAN,MISSOURI,29159
PETTIS,2008,11018,REPUBLICAN,MISSOURI,29159
PETTIS,2012,10842,REPUBLICAN,MISSOURI,29159
PETTIS,2016,12810,REPUBLICAN,MISSOURI,29159
PETTIS,2020,13854,REPUBLICAN,MISSOURI,29159
PHELPS,0002,9444,REPUBLICAN,MISSOURI,29161
PHELPS,2004,11874,REPUBLICAN,MISSOURI,29161
PHELPS,2008,11706,REPUBLICAN,MISSOURI,29161
PHELPS,2012,11895,REPUBLICAN,MISSOURI,29161
PHELPS,2016,12709,REPUBLICAN,MISSOURI,29161
PHELPS,2020,13480,REPUBLICAN,MISSOURI,29161
PHILADELPHIA,2000,449182,DEMOCRAT,PENNSYLVANIA,42101
PHILADELPHIA,2004,542205,DEMOCRAT,PENNSYLVANIA,42101
PHILADELPHIA,2008,595980,DEMOCRAT,PENNSYLVANIA,42101
PHILADELPHIA,2012,588806,DEMOCRAT,PENNSYLVANIA,42101
PHILADELPHIA,2016,584025,DEMOCRAT,PENNSYLVANIA,42101
PHILADELPHIA,2020,603790,DEMOCRAT,PENNSYLVANIA,42101
PHILLIPS,0002,6018,DEMOCRAT,ARKANSAS,05107
PHILLIPS,2004,5642,DEMOCRAT,ARKANSAS,05107
PHILLIPS,2008,5695,DEMOCRAT,ARKANSAS,05107
PHILLIPS,2012,5202,DEMOCRAT,ARKANSAS,05107
PHILLIPS,2016,4310,DEMOCRAT,ARKANSAS,05107
PHILLIPS,2020,2418,REPUBLICAN,KANSAS,20147
PIATT,0002,4619,REPUBLICAN,ILLINOIS,17147
PIATT,2004,5392,REPUBLICAN,ILLINOIS,17147
PIATT,2008,4991,REPUBLICAN,ILLINOIS,17147
PIATT,2012,5413,REPUBLICAN,ILLINOIS,17147
PIATT,2016,5634,REPUBLICAN,ILLINOIS,17147
PIATT,2020,6248,REPUBLICAN,ILLINOIS,17147
PICKAWAY,0002,10717,REPUBLICAN,OHIO,39129
PICKAWAY,2004,14160,REPUBLICAN,OHIO,39129
PICKAWAY,2008,14228,REPUBLICAN,OHIO,39129
PICKAWAY,2012,14037,REPUBLICAN,OHIO,39129
PICKAWAY,2016,17076,REPUBLICAN,OHIO,39129
PICKAWAY,2020,20593,REPUBLICAN,OHIO,39129
PICKENS,0002,5488,REPUBLICAN,GEORGIA,13227
PICKENS,2000,24681,REPUBLICAN,SOUTH CAROLINA,45077
PICKENS,2004,29759,REPUBLICAN,SOUTH CAROLINA,45077
PICKENS,2008,32552,REPUBLICAN,SOUTH CAROLINA,45077
PICKENS,2012,33474,REPUBLICAN,SOUTH CAROLINA,45077
PICKENS,2016,36236,REPUBLICAN,SOUTH CAROLINA,45077
PICKENS,2020,26999,REPUBLICAN,SOUTH CAROLINA,45077
PICKETT,2000,1281,REPUBLICAN,TENNESSEE,47137
PICKETT,2004,1600,REPUBLICAN,TENNESSEE,47137
PICKETT,2008,1786,REPUBLICAN,TENNESSEE,47137
PICKETT,2012,1712,REPUBLICAN,TENNESSEE,47137
PICKETT,2016,2021,REPUBLICAN,TENNESSEE,47137
PICKETT,2020,2381,REPUBLICAN,TENNESSEE,47137
PIERCE,0002,3348,REPUBLICAN,GEORGIA,13229
PIERCE,2000,138249,DEMOCRAT,WASHINGTON,53053
PIERCE,2004,158231,DEMOCRAT,WASHINGTON,53053
PIERCE,2008,181824,DEMOCRAT,WASHINGTON,53053
PIERCE,2012,186430,DEMOCRAT,WASHINGTON,53053
PIERCE,2016,172538,DEMOCRAT,WASHINGTON,53053
PIERCE,2020,249506,DEMOCRAT,WASHINGTON,53053
PIKE,0002,13611,DEMOCRAT,KENTUCKY,21195
PIKE,2000,9339,REPUBLICAN,PENNSYLVANIA,42103
PIKE,2004,14002,DEMOCRAT,KENTUCKY,21195
PIKE,2008,12655,REPUBLICAN,KENTUCKY,21195
PIKE,2012,17590,REPUBLICAN,KENTUCKY,21195
PIKE,2016,19747,REPUBLICAN,KENTUCKY,21195
PIKE,2020,20279,REPUBLICAN,KENTUCKY,21195
PIMA,0002,147688,DEMOCRAT,ARIZONA,04019
PIMA,2004,193128,DEMOCRAT,ARIZONA,04019
PIMA,2008,206254,DEMOCRAT,ARIZONA,04019
PIMA,2012,201251,DEMOCRAT,ARIZONA,04019
PIMA,2016,224661,DEMOCRAT,ARIZONA,04019
PIMA,2020,282457,DEMOCRAT,ARIZONA,04019
PINAL,0002,20122,REPUBLICAN,ARIZONA,04021
PINAL,2004,37006,REPUBLICAN,ARIZONA,04021
PINAL,2008,59421,REPUBLICAN,ARIZONA,04021
PINAL,2012,62079,REPUBLICAN,ARIZONA,04021
PINAL,2016,72819,REPUBLICAN,ARIZONA,04021
PINAL,2020,80293,REPUBLICAN,ARIZONA,04021
PINE,0002,6148,DEMOCRAT,MINNESOTA,27115
PINE,2004,7228,DEMOCRAT,MINNESOTA,27115
PINE,2008,7084,DEMOCRAT,MINNESOTA,27115
PINE,2012,6845,REPUBLICAN,MINNESOTA,27115
PINE,2016,8191,REPUBLICAN,MINNESOTA,27115
PINE,2020,10256,REPUBLICAN,MINNESOTA,27115
PINELLAS,0002,200630,DEMOCRAT,FLORIDA,12103
PINELLAS,2004,225686,REPUBLICAN,FLORIDA,12103
PINELLAS,2008,248299,DEMOCRAT,FLORIDA,12103
PINELLAS,2012,239104,DEMOCRAT,FLORIDA,12103
PINELLAS,2016,239201,REPUBLICAN,FLORIDA,12103
PINELLAS,2020,277450,DEMOCRAT,FLORIDA,12103
PIPESTONE,0002,2693,REPUBLICAN,MINNESOTA,27117
PIPESTONE,2004,3066,REPUBLICAN,MINNESOTA,27117
PIPESTONE,2008,2652,REPUBLICAN,MINNESOTA,27117
PIPESTONE,2012,2826,REPUBLICAN,MINNESOTA,27117
PIPESTONE,2016,3338,REPUBLICAN,MINNESOTA,27117
PIPESTONE,2020,3553,REPUBLICAN,MINNESOTA,27117
PISCATAQUIS,0002,4845,REPUBLICAN,MAINE,23021
PISCATAQUIS,2004,5261,REPUBLICAN,MAINE,23021
PISCATAQUIS,2008,4785,REPUBLICAN,MAINE,23021
PISCATAQUIS,2012,4530,REPUBLICAN,MAINE,23021
PISCATAQUIS,2016,5406,REPUBLICAN,MAINE,23021
PISCATAQUIS,2020,6143,REPUBLICAN,MAINE,23021
PITKIN,0002,4137,DEMOCRAT,COLORADO,08097
PITKIN,2004,6335,DEMOCRAT,COLORADO,08097
PITKIN,2008,7349,DEMOCRAT,COLORADO,08097
PITKIN,2012,6849,DEMOCRAT,COLORADO,08097
PITKIN,2016,7333,DEMOCRAT,COLORADO,08097
PITKIN,2020,8989,DEMOCRAT,COLORADO,08097
PITT,0002,23192,REPUBLICAN,NORTH CAROLINA,37147
PITT,2004,28590,REPUBLICAN,NORTH CAROLINA,37147
PITT,2008,40501,DEMOCRAT,NORTH CAROLINA,37147
PITT,2012,41843,DEMOCRAT,NORTH CAROLINA,37147
PITT,2016,41824,DEMOCRAT,NORTH CAROLINA,37147
PITT,2020,32669,DEMOCRAT,NORTH CAROLINA,37147
PITTSBURG,2000,8514,REPUBLICAN,OKLAHOMA,40121
PITTSBURG,2004,11134,REPUBLICAN,OKLAHOMA,40121
PITTSBURG,2008,11752,REPUBLICAN,OKLAHOMA,40121
PITTSBURG,2012,10841,REPUBLICAN,OKLAHOMA,40121
PITTSBURG,2016,12753,REPUBLICAN,OKLAHOMA,40121
PITTSBURG,2020,11825,REPUBLICAN,OKLAHOMA,40121
PITTSYLVANIA,2000,15760,REPUBLICAN,VIRGINIA,51143
PITTSYLVANIA,2004,17673,REPUBLICAN,VIRGINIA,51143
PITTSYLVANIA,2008,18730,REPUBLICAN,VIRGINIA,51143
PITTSYLVANIA,2012,19263,REPUBLICAN,VIRGINIA,51143
PITTSYLVANIA,2016,21554,REPUBLICAN,VIRGINIA,51143
PITTSYLVANIA,2020,12104,REPUBLICAN,VIRGINIA,51143
PIUTE,2000,626,REPUBLICAN,UTAH,49031
PIUTE,2004,646,REPUBLICAN,UTAH,49031
PIUTE,2008,635,REPUBLICAN,UTAH,49031
PIUTE,2012,697,REPUBLICAN,UTAH,49031
PIUTE,2016,626,REPUBLICAN,UTAH,49031
PIUTE,2020,773,REPUBLICAN,UTAH,49031
PLACER,0002,69835,REPUBLICAN,CALIFORNIA,06061
PLACER,2004,95969,REPUBLICAN,CALIFORNIA,06061
PLACER,2008,94647,REPUBLICAN,CALIFORNIA,06061
PLACER,2012,99921,REPUBLICAN,CALIFORNIA,06061
PLACER,2016,95138,REPUBLICAN,CALIFORNIA,06061
PLACER,2020,122488,REPUBLICAN,CALIFORNIA,06061
PLAQUEMINES,0002,6302,REPUBLICAN,LOUISIANA,22075
PLAQUEMINES,2004,7866,REPUBLICAN,LOUISIANA,22075
PLAQUEMINES,2008,6894,REPUBLICAN,LOUISIANA,22075
PLAQUEMINES,2012,6471,REPUBLICAN,LOUISIANA,22075
PLAQUEMINES,2016,6900,REPUBLICAN,LOUISIANA,22075
PLAQUEMINES,2020,7412,REPUBLICAN,LOUISIANA,22075
PLATTE,0002,17785,REPUBLICAN,MISSOURI,29165
PLATTE,2000,2925,REPUBLICAN,WYOMING,56031
PLATTE,2004,23302,REPUBLICAN,MISSOURI,29165
PLATTE,2008,24460,REPUBLICAN,MISSOURI,29165
PLATTE,2012,25618,REPUBLICAN,MISSOURI,29165
PLATTE,2016,25933,REPUBLICAN,MISSOURI,29165
PLATTE,2020,28917,REPUBLICAN,MISSOURI,29165
PLEASANTS,2000,1884,REPUBLICAN,WEST VIRGINIA,54073
PLEASANTS,2004,2061,REPUBLICAN,WEST VIRGINIA,54073
PLEASANTS,2008,1772,REPUBLICAN,WEST VIRGINIA,54073
PLEASANTS,2012,1825,REPUBLICAN,WEST VIRGINIA,54073
PLEASANTS,2016,2358,REPUBLICAN,WEST VIRGINIA,54073
PLEASANTS,2020,2742,REPUBLICAN,WEST VIRGINIA,54073
PLUMAS,0002,6343,REPUBLICAN,CALIFORNIA,06063
PLUMAS,2004,6905,REPUBLICAN,CALIFORNIA,06063
PLUMAS,2008,6035,REPUBLICAN,CALIFORNIA,06063
PLUMAS,2012,5721,REPUBLICAN,CALIFORNIA,06063
PLUMAS,2016,5420,REPUBLICAN,CALIFORNIA,06063
PLUMAS,2020,6445,REPUBLICAN,CALIFORNIA,06063
PLYMOUTH,0002,115376,DEMOCRAT,MASSACHUSETTS,25023
PLYMOUTH,2004,125178,DEMOCRAT,MASSACHUSETTS,25023
PLYMOUTH,2008,131823,DEMOCRAT,MASSACHUSETTS,25023
PLYMOUTH,2012,131845,DEMOCRAT,MASSACHUSETTS,25023
PLYMOUTH,2016,135513,DEMOCRAT,MASSACHUSETTS,25023
PLYMOUTH,2020,173630,DEMOCRAT,MASSACHUSETTS,25023
POCAHONTAS,0002,2242,REPUBLICAN,IOWA,19151
POCAHONTAS,2000,1970,REPUBLICAN,WEST VIRGINIA,54075
POCAHONTAS,2004,2441,REPUBLICAN,IOWA,19151
POCAHONTAS,2008,2138,REPUBLICAN,IOWA,19151
POCAHONTAS,2012,2396,REPUBLICAN,IOWA,19151
POCAHONTAS,2016,2702,REPUBLICAN,IOWA,19151
POCAHONTAS,2020,2895,REPUBLICAN,WEST VIRGINIA,54075
POINSETT,0002,4102,DEMOCRAT,ARKANSAS,05111
POINSETT,2004,4069,DEMOCRAT,ARKANSAS,05111
POINSETT,2008,4903,REPUBLICAN,ARKANSAS,05111
POINSETT,2012,4974,REPUBLICAN,ARKANSAS,05111
POINSETT,2016,5502,REPUBLICAN,ARKANSAS,05111
POINSETT,2020,3135,REPUBLICAN,ARKANSAS,05111
POINTE COUPEE,0002,5813,DEMOCRAT,LOUISIANA,22077
POINTE COUPEE,2004,5712,DEMOCRAT,LOUISIANA,22077
POINTE COUPEE,2008,6702,REPUBLICAN,LOUISIANA,22077
POINTE COUPEE,2012,6548,REPUBLICAN,LOUISIANA,22077
POINTE COUPEE,2016,6789,REPUBLICAN,LOUISIANA,22077
POINTE COUPEE,2020,7503,REPUBLICAN,LOUISIANA,22077
POLK,0002,90295,REPUBLICAN,FLORIDA,12105
POLK,2000,14988,REPUBLICAN,OREGON,41053
POLK,2004,123559,REPUBLICAN,FLORIDA,12105
POLK,2008,128878,REPUBLICAN,FLORIDA,12105
POLK,2012,131577,REPUBLICAN,FLORIDA,12105
POLK,2016,157430,REPUBLICAN,FLORIDA,12105
POLK,2020,194586,REPUBLICAN,FLORIDA,12105
PONDERA,0002,1948,REPUBLICAN,MONTANA,30073
PONDERA,2004,1853,REPUBLICAN,MONTANA,30073
PONDERA,2008,1588,REPUBLICAN,MONTANA,30073
PONDERA,2012,1673,REPUBLICAN,MONTANA,30073
PONDERA,2016,1799,REPUBLICAN,MONTANA,30073
PONDERA,2020,2031,REPUBLICAN,MONTANA,30073
PONTOTOC,0002,6601,REPUBLICAN,MISSISSIPPI,28115
PONTOTOC,2000,7299,REPUBLICAN,OKLAHOMA,40123
PONTOTOC,2004,9647,REPUBLICAN,OKLAHOMA,40123
PONTOTOC,2008,9750,REPUBLICAN,OKLAHOMA,40123
PONTOTOC,2012,9448,REPUBLICAN,MISSISSIPPI,28115
PONTOTOC,2016,10431,REPUBLICAN,OKLAHOMA,40123
PONTOTOC,2020,11550,REPUBLICAN,MISSISSIPPI,28115
POPE,0002,11244,REPUBLICAN,ARKANSAS,05115
POPE,2004,13614,REPUBLICAN,ARKANSAS,05115
POPE,2008,15568,REPUBLICAN,ARKANSAS,05115
POPE,2012,14763,REPUBLICAN,ARKANSAS,05115
POPE,2016,16256,REPUBLICAN,ARKANSAS,05115
POPE,2020,14281,REPUBLICAN,ARKANSAS,05115
POQUOSON,2000,4271,REPUBLICAN,VIRGINIA,51735
POQUOSON,2004,5004,REPUBLICAN,VIRGINIA,51735
POQUOSON,2008,5229,REPUBLICAN,VIRGINIA,51735
POQUOSON,2012,5312,REPUBLICAN,VIRGINIA,51735
POQUOSON,2016,5092,REPUBLICAN,VIRGINIA,51735
POQUOSON CITY,2020,3285,REPUBLICAN,VIRGINIA,51735
PORTAGE,0002,31446,DEMOCRAT,OHIO,39133
PORTAGE,2000,17942,DEMOCRAT,WISCONSIN,55097
PORTAGE,2004,40674,DEMOCRAT,OHIO,39133
PORTAGE,2008,41856,DEMOCRAT,OHIO,39133
PORTAGE,2012,39453,DEMOCRAT,OHIO,39133
PORTAGE,2016,39971,REPUBLICAN,OHIO,39133
PORTAGE,2020,45990,REPUBLICAN,OHIO,39133
PORTER,0002,31157,REPUBLICAN,INDIANA,18127
PORTER,2004,34794,REPUBLICAN,INDIANA,18127
PORTER,2008,39178,DEMOCRAT,INDIANA,18127
PORTER,2012,37252,DEMOCRAT,INDIANA,18127
PORTER,2016,38832,REPUBLICAN,INDIANA,18127
PORTER,2020,45008,REPUBLICAN,INDIANA,18127
PORTSMOUTH,2000,22286,DEMOCRAT,VIRGINIA,51740
PORTSMOUTH,2004,24112,DEMOCRAT,VIRGINIA,51740
PORTSMOUTH,2008,32327,DEMOCRAT,VIRGINIA,51740
PORTSMOUTH,2012,32501,DEMOCRAT,VIRGINIA,51740
PORTSMOUTH,2016,28497,DEMOCRAT,VIRGINIA,51740
PORTSMOUTH CITY,2020,19680,DEMOCRAT,VIRGINIA,51740
POSEY,0002,6498,REPUBLICAN,INDIANA,18129
POSEY,2004,7833,REPUBLICAN,INDIANA,18129
POSEY,2008,6804,REPUBLICAN,INDIANA,18129
POSEY,2012,7430,REPUBLICAN,INDIANA,18129
POSEY,2016,8404,REPUBLICAN,INDIANA,18129
POSEY,2020,9206,REPUBLICAN,INDIANA,18129
POTTAWATOMIE,0002,4985,REPUBLICAN,KANSAS,20149
POTTAWATOMIE,2000,13235,REPUBLICAN,OKLAHOMA,40125
POTTAWATOMIE,2004,17215,REPUBLICAN,OKLAHOMA,40125
POTTAWATOMIE,2008,17753,REPUBLICAN,OKLAHOMA,40125
POTTAWATOMIE,2012,16250,REPUBLICAN,OKLAHOMA,40125
POTTAWATOMIE,2016,17848,REPUBLICAN,OKLAHOMA,40125
POTTAWATOMIE,2020,15435,REPUBLICAN,OKLAHOMA,40125
POTTAWATTAMIE,0002,18783,REPUBLICAN,IOWA,19155
POTTAWATTAMIE,2004,24558,REPUBLICAN,IOWA,19155
POTTAWATTAMIE,2008,21237,REPUBLICAN,IOWA,19155
POTTAWATTAMIE,2012,21860,REPUBLICAN,IOWA,19155
POTTAWATTAMIE,2016,24447,REPUBLICAN,IOWA,19155
POTTAWATTAMIE,2020,14062,DEMOCRAT,IOWA,19155
POTTER,2000,17629,REPUBLICAN,TEXAS,48375
POTTER,2004,21401,REPUBLICAN,TEXAS,48375
POTTER,2008,20761,REPUBLICAN,TEXAS,48375
POTTER,2012,18918,REPUBLICAN,TEXAS,48375
POTTER,2016,19630,REPUBLICAN,TEXAS,48375
POTTER,2020,22820,REPUBLICAN,TEXAS,48375
POWDER RIVER,0002,860,REPUBLICAN,MONTANA,30075
POWDER RIVER,2004,856,REPUBLICAN,MONTANA,30075
POWDER RIVER,2008,802,REPUBLICAN,MONTANA,30075
POWDER RIVER,2012,833,REPUBLICAN,MONTANA,30075
POWDER RIVER,2016,884,REPUBLICAN,MONTANA,30075
POWDER RIVER,2020,970,REPUBLICAN,MONTANA,30075
POWELL,0002,2258,REPUBLICAN,KENTUCKY,21197
POWELL,2004,2687,REPUBLICAN,KENTUCKY,21197
POWELL,2008,2837,REPUBLICAN,KENTUCKY,21197
POWELL,2012,2766,REPUBLICAN,KENTUCKY,21197
POWELL,2016,3513,REPUBLICAN,KENTUCKY,21197
POWELL,2020,4041,REPUBLICAN,KENTUCKY,21197
POWER,0002,1872,REPUBLICAN,IDAHO,16077
POWER,2004,2105,REPUBLICAN,IDAHO,16077
POWER,2008,1754,REPUBLICAN,IDAHO,16077
POWER,2012,1870,REPUBLICAN,IDAHO,16077
POWER,2016,1666,REPUBLICAN,IDAHO,16077
POWER,2020,2116,REPUBLICAN,IDAHO,16077
POWESHIEK,0002,4396,REPUBLICAN,IOWA,19157
POWESHIEK,2004,5043,DEMOCRAT,IOWA,19157
POWESHIEK,2008,5519,DEMOCRAT,IOWA,19157
POWESHIEK,2012,5357,DEMOCRAT,IOWA,19157
POWESHIEK,2016,4946,REPUBLICAN,IOWA,19157
POWESHIEK,2020,3489,DEMOCRAT,IOWA,19157
POWHATAN,2000,6820,REPUBLICAN,VIRGINIA,51145
POWHATAN,2004,8955,REPUBLICAN,VIRGINIA,51145
POWHATAN,2008,10088,REPUBLICAN,VIRGINIA,51145
POWHATAN,2012,11200,REPUBLICAN,VIRGINIA,51145
POWHATAN,2016,11885,REPUBLICAN,VIRGINIA,51145
POWHATAN,2020,7875,REPUBLICAN,VIRGINIA,51145
PRAIRIE,0002,1862,REPUBLICAN,ARKANSAS,05117
PRAIRIE,2004,2030,REPUBLICAN,ARKANSAS,05117
PRAIRIE,2008,2223,REPUBLICAN,ARKANSAS,05117
PRAIRIE,2012,2153,REPUBLICAN,ARKANSAS,05117
PRAIRIE,2016,2505,REPUBLICAN,ARKANSAS,05117
PRAIRIE,2020,1510,REPUBLICAN,ARKANSAS,05117
PRATT,0002,2885,REPUBLICAN,KANSAS,20151
PRATT,2004,3121,REPUBLICAN,KANSAS,20151
PRATT,2008,2822,REPUBLICAN,KANSAS,20151
PRATT,2012,2771,REPUBLICAN,KANSAS,20151
PRATT,2016,2838,REPUBLICAN,KANSAS,20151
PRATT,2020,3108,REPUBLICAN,KANSAS,20151
PREBLE,0002,11176,REPUBLICAN,OHIO,39135
PREBLE,2004,13733,REPUBLICAN,OHIO,39135
PREBLE,2008,13562,REPUBLICAN,OHIO,39135
PREBLE,2012,13535,REPUBLICAN,OHIO,39135
PREBLE,2016,15446,REPUBLICAN,OHIO,39135
PREBLE,2020,17022,REPUBLICAN,OHIO,39135
PRENTISS,0002,5101,REPUBLICAN,MISSISSIPPI,28117
PRENTISS,2004,6503,REPUBLICAN,MISSISSIPPI,28117
PRENTISS,2008,7703,REPUBLICAN,MISSISSIPPI,28117
PRENTISS,2012,7075,REPUBLICAN,MISSISSIPPI,28117
PRENTISS,2016,7648,REPUBLICAN,MISSISSIPPI,28117
PRENTISS,2020,8370,REPUBLICAN,MISSISSIPPI,28117
PRESIDIO,2000,1064,DEMOCRAT,TEXAS,48377
PRESIDIO,2004,1159,DEMOCRAT,TEXAS,48377
PRESIDIO,2008,1252,DEMOCRAT,TEXAS,48377
PRESIDIO,2012,1282,DEMOCRAT,TEXAS,48377
PRESIDIO,2016,1458,DEMOCRAT,TEXAS,48377
PRESIDIO,2020,1463,DEMOCRAT,TEXAS,48377
PRESQUE ISLE,0002,3660,REPUBLICAN,MICHIGAN,26141
PRESQUE ISLE,2004,3982,REPUBLICAN,MICHIGAN,26141
PRESQUE ISLE,2008,3722,DEMOCRAT,MICHIGAN,26141
PRESQUE ISLE,2012,3794,REPUBLICAN,MICHIGAN,26141
PRESQUE ISLE,2016,4488,REPUBLICAN,MICHIGAN,26141
PRESQUE ISLE,2020,5342,REPUBLICAN,MICHIGAN,26141
PRESTON,2000,6607,REPUBLICAN,WEST VIRGINIA,54077
PRESTON,2004,7855,REPUBLICAN,WEST VIRGINIA,54077
PRESTON,2008,7325,REPUBLICAN,WEST VIRGINIA,54077
PRESTON,2012,7889,REPUBLICAN,WEST VIRGINIA,54077
PRESTON,2016,9538,REPUBLICAN,WEST VIRGINIA,54077
PRESTON,2020,11190,REPUBLICAN,WEST VIRGINIA,54077
PRICE,2000,4136,REPUBLICAN,WISCONSIN,55099
PRICE,2004,4349,DEMOCRAT,WISCONSIN,55099
PRICE,2008,4559,DEMOCRAT,WISCONSIN,55099
PRICE,2012,3887,DEMOCRAT,WISCONSIN,55099
PRICE,2016,4562,REPUBLICAN,WISCONSIN,55099
PRICE,2020,5394,REPUBLICAN,WISCONSIN,55099
PRINCE EDWARD,2000,3214,REPUBLICAN,VIRGINIA,51147
PRINCE EDWARD,2004,3632,DEMOCRAT,VIRGINIA,51147
PRINCE EDWARD,2008,5101,DEMOCRAT,VIRGINIA,51147
PRINCE EDWARD,2012,5132,DEMOCRAT,VIRGINIA,51147
PRINCE EDWARD,2016,4591,DEMOCRAT,VIRGINIA,51147
PRINCE EDWARD,2020,3048,DEMOCRAT,VIRGINIA,51147
PRINCE GEORGE,2000,6579,REPUBLICAN,VIRGINIA,51149
PRINCE GEORGE,2004,8131,REPUBLICAN,VIRGINIA,51149
PRINCE GEORGE,2008,8752,REPUBLICAN,VIRGINIA,51149
PRINCE GEORGE,2012,8879,REPUBLICAN,VIRGINIA,51149
